a 啊 阿 嗄 腌 锕 
a#ba 阿爸 
shang#yu 商誉 上虞 
shang#yuan 伤员 上院 
shang#yue 赏月 上月 
shang#zhan 商展 商战 
shang#zhang 上涨 
shang#zhe 伤者 
shang#zhen 上阵 
shang#zhi 尚志 
shang#zhou 商周 上周 
shang#zhuang 上装 
shang#zhuo 上桌 
shang#zuo#lv 上座率 
shao 鞘 梢 捎 稍 烧 芍 勺 韶 少 哨 邵 绍 召 劭 苕 潲 蛸 筲 艄 
shao#bing 烧饼 哨兵 
shao#bu#de 少不得 
shao#bu#liao 少不了 
shao#cheng 烧成 
shao#da 稍大 
shao#dai 捎带 
shao#diao 烧掉 
shao#er 少儿 
shao#fan 烧饭 
shao#fu 少妇 
shao#guan 韶关 
shao#hou 稍后 
shao#huai 烧坏 
shao#hui 烧毁 
shao#huo 烧火 
shao#ji 烧鸡 
shao#jia 稍加 
shao#jian 烧碱 少见 
shao#jiang 少将 
shao#jiao 烧焦 
shao#jie 烧结 
shao#kai 烧开 
shao#kao 烧烤 
shao#lai 捎来 
shao#liang 少量 
shao#lin 少林 
shao#lin#si 少林寺 
shao#mai 烧麦 
shao#nan#shao#nv 少男少女 
shao#nian 少年 
shao#nian#fan 少年犯 
shao#nian#gong 少年宫 
shao#nv 少女 
shao#qia 哨卡 
shao#shang 烧伤 
shao#shao 稍稍 
shao#sheng 哨声 
shao#shi 稍事 少时 
shao#shu 少数 
shao#shu#min#zu 少数民族 
shao#shu#pai 少数派 
shao#shui 烧水 
shao#si 烧死 
shao#suo 哨所 
shao#wei 稍微 少尉 
shao#xian#dui#yuan 少先队员 
shao#xiang 烧香 
shao#xiao 少校 
shao#xing 绍兴 
shao#xu 少许 
shao#yang 邵阳 
shao#you 稍有 少有 
shao#yu 少于 
shao#zhe 少者 
shao#zhi 烧制 
shao#zong#ji#shi 稍纵即逝 
she 奢 赊 蛇 舌 舍 赦 摄 射 慑 涉 社 设 拾 折 厍 佘 滠 歙 畲 麝 
she#an 涉案 
she#bei 设备 
she#bu#de 舍不得 
she#chang 设厂 
she#cheng 射程 
she#chi 奢侈 
she#chi#pin 奢侈品 
she#chu 射出 
she#de 舍得 
she#dian 设点 
she#ding 设定 
she#fa 设法 
she#fang 设防 
she#fu 折服 
she#hua 奢华 
she#hui 社会 
she#hui#dang 社会党 
she#hui#di#wei 社会地位 
she#hui#hua 社会化 
she#hui#ke#xue 社会科学 
she#hui#ke#xue#jie 社会科学界 
she#hui#ming#liu 社会名流 
she#hui#shi 社会史 
she#hui#xue 社会学 
she#hui#xue#jia 社会学家 
she#hui#zhi#du 社会制度 
she#hui#zhu#yi 社会主义 
she#ji 射击 涉及 设计 
she#ji#chang 射击场 
she#ji#jia 设计家 
she#ji#mian 涉及面 
she#ji#shi 设计师 
she#ji#tu 设计图 
she#ji#yuan 设计院 
she#ji#zhe 设计者 
she#jian 射箭 
she#jiao 社交 
she#jin 射进 
she#jin#qiu#yuan 舍近求远 
she#ke 社科 
she#ke#yuan 社科院 
she#kou 蛇口 
she#lei 蛇类 
she#li 设立 
she#lie 涉猎 
she#lun 社论 
she#men 射门 
she#mi 奢靡 
she#mian 赦免 
she#min#dang 社民党 
she#nong 涉农 
she#pi 蛇皮 
she#pin 射频 
she#ping 社评 
she#qi 舍弃 
she#qia 设卡 
she#qu 摄取 社区 
she#ru 摄入 射入 
she#shen#chu#di 设身处地 
she#sheng#wang#si 舍生忘死 
she#shi 设施 
she#shi#du 摄氏度 
she#shou 射手 
she#shui 涉水 
she#tai 涉台 
she#tan 设摊 
she#tou 蛇头 舌头 
she#tuan 社团 
she#wai 涉外 
she#wang 奢望 
she#xia 摄下 设下 
she#xian 射线 涉嫌 涉险 涉县 
she#xiang 摄像 设想 
she#xiang#ji 摄像机 
she#xiao 赊销 
she#yan 设宴 
she#ying 摄影 
she#ying#ji 摄影机 
she#ying#jia 摄影家 
she#ying#shi 摄影师 
she#you 设有 
she#yu 摄于 慑于 
she#yuan 社员 
she#zai 设在 
she#zhan 舌战 
she#zhang 社长 
she#zhi 摄制 设置 
she#zhi#zu 摄制组 
she#zhong 射中 
she#zu 涉足 畲族 
shen 参 砷 申 呻 伸 身 深 娠 绅 神 沈 审 婶 甚 肾 慎 渗 什 诜 莘 葚 哂 椹 胂 矧 蜃 糁 
shen#an 深谙 
shen#ao 深奥 
shen#bai#ming#lie 身败名裂 
shen#ban 申办 身板 
shen#bao 申报 
shen#bei 身背 
shen#bian 申辩 身边 
shen#biao 深表 
shen#bing 肾病 
shen#bu#you#ji 身不由己 
shen#cai 身材 神采 
shen#cai#fei#yang 神采飞扬 
shen#cai#yi#yi 神采奕奕 
shen#cang 深藏 
shen#ceng 深层 
shen#cha 审查 
shen#chang 伸长 深长 
shen#chen 深沉 
shen#cheng 申城 
shen#chu 伸出 身处 深处 渗出 
shen#chuan 身穿 
shen#da 深达 
shen#dao 伸到 
shen#de 深得 
shen#de#ren#xin 深得人心 
shen#ding 审定 
shen#du 深度 
shen#duan 身段 
shen#duo 甚多 
shen#er 甚而 
shen#fen 身份 
shen#fen#zheng 身份证 
shen#gan 深感 
shen#gao 身高 
shen#gou 申购 
shen#gu 深谷 
shen#guang 深广 
shen#hai 深海 
shen#he 审核 
shen#he#qu 沈河区 
shen#hou 身后 深厚 
shen#hu 神户 
shen#hua 申花 深化 神话 
shen#hua#dui 申花队 
shen#huo 甚或 
shen#ji 审计 
shen#ji#shi 审计师 
shen#ji#shu 审计署 
shen#ji#zhang 审计长 
shen#jia 身价 审价 
shen#jian 身兼 
shen#jiao 身教 深交 
shen#jie 审结 
shen#jin 伸进 
shen#jing 深井 神经 
shen#jing#bai#zhan 身经百战 
shen#jing#shuai#ruo 神经衰弱 
shen#jing#xi#tong 神经系统 
shen#jing#xing 神经性 
shen#jiu 深究 
shen#ju 身居 
shen#jun#ru 沈钧儒 
shen#kai 伸开 
shen#kan 神龛 
shen#ke 深刻 
shen#lan 深蓝 
shen#li 神力 审理 
shen#lin#qi#jing 身临其境 
shen#ling 神灵 
shen#long 神龙 
shen#lou 渗漏 
shen#me 什么 
shen#me#shi#hou 什么时候 
shen#me#yang 什么样 
shen#mei 审美 
shen#mei#guan 审美观 
shen#mi 神秘 
shen#miao 神庙 
shen#ming 申明 
shen#mou#yuan#lv 深谋远虑 
shen#mu 神木 
shen#nong 神农 
shen#nong#jia 神农架 
shen#nv 神女 
shen#pan 审判 
shen#pan#ting 审判庭 
shen#pan#yuan 审判员 
shen#pang 身旁 
shen#pi 身披 审批 
shen#pi#quan 审批权 
shen#ping 审评 
shen#qi 神奇 神气 
shen#qiang#li#zhuang 身强力壮 
shen#qie 深切 
shen#qing 申请 深情 神情 
shen#qing#biao 申请表 
shen#qing#hou#yi 深情厚意 深情厚谊 
shen#qing#ren 申请人 
shen#qing#shu 申请书 
shen#qiu 深秋 
shen#qu 身躯 
shen#ru 伸入 深入 渗入 
shen#ru#qian#chu 深入浅出 
shen#ru#ren#xin 深入人心 
shen#se 深色 神色 
shen#shan 深山 
shen#shan#lao#lin 深山老林 
shen#shang 身上 
shen#shao 甚少 
shen#shen 深深 审慎 
shen#shen#di 深深地 
shen#shen#xue#zi 莘莘学子 
shen#sheng 神圣 
shen#shi 身世 绅士 审视 
shen#shi#duo#shi 审时度势 
shen#shou 伸手 身手 身受 深受 
shen#shou#bu#fan 身手不凡 
shen#shui 深水 渗水 
shen#si 深思 神思 
shen#si#shu#lv 深思熟虑 
shen#su 申诉 神速 
shen#sui 深邃 
shen#suo 伸缩 
shen#tai 神态 
shen#ti 身体 
shen#ti#li#xing 身体力行 
shen#tong 神通 神童 
shen#tou 渗透 
shen#wang 身亡 神往 
shen#wei 身为 深为 神威 甚为 
shen#wu#fen#wen 身无分文 
shen#wu#tong#jue 深恶痛绝 
shen#xia 身下 
shen#xian 深陷 神仙 
shen#xian#shi#zu 身先士卒 
shen#xiang 伸向 神像 
shen#xin 身心 深信 
shen#xin#bu#yi 深信不疑 
shen#xun 审讯 
shen#yan 肾炎 
shen#yang 沈阳 
shen#ye 深夜 
shen#yi 深意 神医 审议 
shen#yin 呻吟 
shen#ying 身影 
shen#you 深有 神游 
shen#you#gan#chu 深有感触 
shen#yu 甚于 
shen#yuan 深渊 深远 
shen#yue 审阅 
shen#yun 神韵 
shen#zang 肾脏 
shen#zao 深造 
shen#zhan 伸展 
shen#zhang 伸张 
shen#zhen 深圳 
shen#zhi 深知 甚至 
shen#zhi#yu 甚至于 
shen#zhong 深重 慎重 
shen#zhou 神州 
shen#zhuo 身着 
shen#zi 身姿 身子 
sheng 乘 声 生 甥 牲 升 绳 省 盛 剩 胜 圣 嵊 渑 晟 眚 笙 
sheng#bai 胜败 
sheng#ban#ying#tao 生搬硬套 
sheng#bao#luo 圣保罗 
sheng#bi#de#bao 圣彼得堡 
sheng#bing 生病 
sheng#bu#ji 省部级 
sheng#bu#jiao 胜不骄 
sheng#cai 生财 生菜 
sheng#chan 生产 盛产 
sheng#chan#dui 生产队 
sheng#chan#guan#xi 生产关系 
sheng#chan#guo 生产国 
sheng#chan#li 生产力 
sheng#chan#liang 生产量 
sheng#chan#lv 生产率 
sheng#chan#shang 生产商 
sheng#chan#xian 生产线 
sheng#chan#xing 生产型 生产性 
sheng#chan#zhe 生产者 
sheng#chan#zi#liao 生产资料 
sheng#cheng 声称 生成 省城 圣城 
sheng#chi#jian#yong 省吃俭用 
sheng#chu 生出 牲畜 胜出 
sheng#cun 生存 
sheng#cun#quan 生存权 
sheng#da 盛大 
sheng#dan 圣诞 
sheng#dan#jie 圣诞节 
sheng#dan#lao#ren 圣诞老人 
sheng#dan#shu 圣诞树 
sheng#dao 升到 省道 
sheng#de 省得 
sheng#di 生地 胜地 圣地 
sheng#di#ya#ge 圣地亚哥 
sheng#dian 省电 盛典 圣殿 
sheng#diao 声调 
sheng#dong 生动 
sheng#dui 胜队 
sheng#er#yu#nv 生儿育女 
sheng#fa 生发 
sheng#fen 省份 
sheng#fu 生父 升幅 省府 胜负 
sheng#gao 升高 
sheng#ge 升格 
sheng#gen 生根 
sheng#gong 省工 
sheng#guan 升官 
sheng#guang 声光 
sheng#guo 胜果 胜过 
sheng#he#sai 圣何塞 
sheng#hu#an 圣胡安 
sheng#hua 生化 升华 
sheng#huan 生还 
sheng#hui 生辉 省会 盛会 
sheng#huo 生活 生火 圣火 
sheng#huo#fang#shi 生活方式 
sheng#huo#fei 生活费 
sheng#huo#hui 生活会 
sheng#huo#qu 生活区 
sheng#ji 生机 生计 升级 省级 省际 胜机 胜迹 胜绩 
sheng#ji#bo#bo 生机勃勃 
sheng#jiang 生姜 升降 
sheng#jie 圣洁 
sheng#jin 生津 
sheng#jing 盛景 胜景 胜境 圣经 
sheng#jiu 生就 
sheng#ju 省局 胜局 
sheng#jun#qu 省军区 
sheng#kai 盛开 
sheng#kong 升空 
sheng#kou 牲口 
sheng#kuang 盛况 
sheng#kuang#kong#qian 盛况空前 
sheng#lai 生来 
sheng#lang 声浪 
sheng#lei#ju#xia 声泪俱下 
sheng#li 生理 省里 省立 省力 胜利 
sheng#li#jun 生力军 
sheng#li#xue 生理学 
sheng#li#zhe 胜利者 
sheng#ling 生灵 
sheng#long#huo#hu 生龙活虎 
sheng#lu 生路 
sheng#lu#yi#si 圣路易斯 
sheng#lve 省略 
sheng#ma#li#nuo 圣马力诺 
sheng#meng#hai#xian 生猛海鲜 
sheng#ming 声明 声名 生命 盛名 
sheng#ming#li 生命力 
sheng#ming#xian 生命线 
sheng#mu 生母 圣母 
sheng#nei 省内 
sheng#pa 生怕 
sheng#ping 生平 
sheng#qi 生气 升旗 升起 
sheng#qi#bo#bo 生气勃勃 
sheng#qian 生前 升迁 省钱 
sheng#qin 生擒 
sheng#qing 盛情 
sheng#qing#bing#mao 声情并茂 
sheng#qu 省区 省去 
sheng#que 省却 
sheng#ren 生人 升任 胜任 圣人 
sheng#ri 生日 
sheng#ri#kuai#le 生日快乐 
sheng#ru 升入 
sheng#sheng 声声 生生 
sheng#sheng#bu#xi 生生不息 
sheng#shi 声势 省时 省事 省市 盛世 盛事 
sheng#shi#hao#da 声势浩大 
sheng#shu 生疏 
sheng#shuai 盛衰 
sheng#shui 圣水 
sheng#si 生丝 生死 胜似 
sheng#si#cun#wang 生死存亡 
sheng#si#you#guan 生死攸关 
sheng#su 胜诉 
sheng#suo 绳索 
sheng#tai 生态 
sheng#tang 盛唐 
sheng#tao 声讨 
sheng#teng 升腾 
sheng#tie 生铁 
sheng#wai 省外 
sheng#wang 声望 
sheng#wei 声威 升为 省委 
sheng#wen 升温 
sheng#wu 生物 
sheng#wu#quan 生物圈 
sheng#wu#ti 生物体 
sheng#wu#xi 生物系 
sheng#wu#xue 生物学 
sheng#wu#xue#jia 生物学家 
sheng#wu#zhong 生物钟 
sheng#xi 生息 
sheng#xia 生下 省下 盛夏 剩下 
sheng#xian 圣贤 
sheng#xiang 声响 
sheng#xiao 生肖 生效 
sheng#xin 省心 
sheng#xing 生性 盛行 
sheng#xue 升学 
sheng#xue#lv 升学率 
sheng#ya 生涯 
sheng#yan 声言 生厌 盛宴 
sheng#yang 生养 
sheng#yi 生意 
sheng#yi#jing 生意经 
sheng#yi#ren 生意人 
sheng#yin 声音 
sheng#ying 生硬 
sheng#yu 声誉 生于 生育 盛誉 剩余 胜于 
sheng#yu#jia#zhi 剩余价值 
sheng#yu#lao#dong#li 剩余劳动力 
sheng#yu#lv 生育率 
sheng#yu#que#qi 声誉鹊起 
sheng#yuan 声援 生源 
sheng#yue 声乐 
sheng#zan 盛赞 
sheng#zhang 声张 生长 省长 胜仗 
sheng#zhang#dian 生长点 
sheng#zhang#qi 生长期 
sheng#zhe 胜者 
sheng#zheng#fu 省政府 
sheng#zhi 生殖 升值 省直 
sheng#zhi#yi#fa 绳之以法 
sheng#zhu 生猪 
sheng#zhuang 盛装 
sheng#zi 生子 绳子 
shi ０ １ 匙 师 失 狮 施 湿 诗 尸 虱 十 石 拾 时 什 食 蚀 实 识 史 矢 使 屎 驶 始 式 示 士 世 柿 事 拭 誓 逝 势 是 嗜 噬 适 仕 侍 释 饰 氏 市 恃 室 视 试 似 嘘 殖 峙 谥 埘 莳 弑 轼 铈 螫 舐 酾 豕 鲥 
shi#ba#dian １８点 
shi#ba#ri １８日 
shi#bai 失败 
shi#ban 石板 试办 
shi#ban#gong#bei 事半功倍 
shi#bao 施暴 时报 
shi#bei 石碑 
shi#bei#gong#ban 事倍功半 
shi#bi 石壁 势必 
shi#bi#gong#qin 事必躬亲 
shi#bian 事变 
shi#biao 师表 
shi#bie 识别 
shi#bing 士兵 
shi#bo 试播 
shi#bu#ke#dang 势不可挡 
shi#bu#shi 时不时 是不是 
shi#bu#wo#dai 时不我待 
shi#cai 石材 
shi#cao 食草 
shi#ce 实测 史册 
shi#cha 时差 视察 
shi#cha#tuan 视察团 
shi#chang 失常 时常 市场 
shi#chang#diao#cha 市场调查 
shi#chang#hua 市场化 
shi#chang#jia 市场价 
shi#chang#jing#ji 市场经济 
shi#che 试车 
shi#chen 时辰 
shi#cheng 师承 
shi#chu 实处 使出 驶出 
shi#chuan 失传 试穿 
shi#chuang 始创 
shi#ci 诗词 誓词 
shi#cong 师从 
shi#da 师大 
shi#da#shi 实打实 
shi#dai 时代 世代 
shi#dai#gan 时代感 
shi#dan 实弹 
shi#dan#li#bo 势单力薄 
shi#dang 失当 适当 
shi#dao 世道 市道 
shi#dao#ai 食道癌 
shi#de 师德 使得 是的 似的 
shi#de#qi#fan 适得其反 
shi#di 失地 湿地 实地 驶抵 市地 
shi#dian １０点 视点 试点 
shi#diao 失掉 石雕 
shi#dong 石洞 
shi#du 湿度 适度 
shi#duan 时段 事端 
shi#duan#shi#xu 时断时续 
shi#er 时而 事儿 
shi#er#bu#jian 视而不见 
shi#er#dian １２点 
shi#er#fu#de 失而复得 
shi#er#ri １２日 
shi#er#sheng#xiao 十二生肖 
shi#er#yue １２月 十二月 
shi#fa 师法 始发 事发 
shi#fan 师范 示范 
shi#fan#da#xue 师范大学 
shi#fan#qu 示范区 
shi#fan#xing 示范性 
shi#fan#xue#xiao 师范学校 
shi#fan#xue#yuan 师范学院 
shi#fang 施放 释放 
shi#fei 施肥 是非 试飞 
shi#fei#qu#zhi 是非曲直 
shi#fei#yuan 试飞员 
shi#fen 失分 十分 时分 
shi#feng 石缝 世风 适逢 
shi#fou 是否 
shi#fu 师傅 
shi#gan 实干 
shi#gan#jia 实干家 
shi#gao 石膏 
shi#ge 诗歌 时隔 
shi#gong 施工 
shi#gu 尸骨 事故 
shi#guan 史馆 使馆 士官 事关 试管 
shi#guan#quan#ju 事关全局 
shi#guang 时光 
shi#guo 驶过 
shi#guo#jing#qian 时过境迁 
shi#hang 试航 
shi#hao 嗜好 
shi#he 适合 
shi#he#yu 适合于 
shi#he#zi 石河子 
shi#heng 失衡 
shi#hou 时候 事后 侍候 
shi#hua 石化 实话 市花 市话 
shi#hua#shi#shuo 实话实说 
shi#huan 使唤 
shi#hui 石灰 实惠 
shi#hui#shi 石灰石 
shi#huo 失火 识货 
shi#ji 诗集 时机 实绩 实际 史迹 史籍 世纪 事迹 市集 市级 试剂 
shi#ji#er#shang 拾级而上 
shi#ji#mo 世纪末 
shi#ji#qing#kuang 实际情况 
shi#ji#shang 实际上 
shi#jia 施加 十佳 时价 实价 史家 世家 市价 
shi#jia#mou#ni 释迦牟尼 
shi#jia#ya#li 施加压力 
shi#jia#zhuang 石家庄 
shi#jian 时间 时见 实践 始建 世间 事件 
shi#jian#biao 时间表 
shi#jian#cha 时间差 
shi#jian#xing 实践性 
shi#jiao 施教 市郊 视角 
shi#jiao#qu 市郊区 
shi#jie 石阶 时节 使节 世界 市街 
shi#jie#bei 世界杯 
shi#jie#da#zhan 世界大战 
shi#jie#guan 世界观 
shi#jie#ji 世界级 
shi#jie#shang 世界上 
shi#jie#xing 世界性 
shi#jin 实劲 使尽 使劲 驶进 驶近 
shi#jin#bu#mei 拾金不昧 
shi#jin#sai 世锦赛 
shi#jin#shi 试金石 
shi#jing 市井 
shi#jing#shan 石景山 
shi#jing#shan#qu 石景山区 
shi#jiu#dian １９点 
shi#jiu#ri １９日 
shi#jiu#shi#ji １９世纪 
shi#ju 诗句 时局 试举 
shi#juan 试卷 
shi#jue 视觉 
shi#jun#li#di 势均力敌 
shi#kan 试看 
shi#ke 石刻 时刻 食客 
shi#ke#biao 时刻表 
shi#kong 失控 时空 
shi#kou 适口 
shi#kou#fou#ren 矢口否认 
shi#ku 石窟 
shi#kuai 石块 
shi#kuang 实况 
shi#la 石蜡 
shi#lai 驶来 
shi#li 失利 实例 实力 驶离 事例 势力 市里 市立 视力 
shi#liang 食粮 适量 市两 
shi#liao 石料 食疗 史料 
shi#liao#wei#ji 始料未及 
shi#lin 石林 
shi#ling 失灵 时令 适龄 
shi#liu 石榴 
shi#liu#dian １６点 
shi#liu#ri １６日 
shi#lu 实录 
shi#lu#lu 湿漉漉 
shi#lun 史论 
shi#luo 失落 
shi#luo#gan 失落感 
shi#mao 时髦 世贸 市貌 
shi#me#de 什么的 
shi#me#shi 什么事 
shi#men 石门 
shi#mian 失眠 石棉 世面 市面 
shi#min 市民 
shi#ming 失明 使命 
shi#ming#gan 使命感 
shi#mo 石磨 
shi#mu#yi#dai 拭目以待 
shi#nai 实乃 
shi#nei 市内 室内 
shi#nei#yue 室内乐 
shi#nian 时年 
shi#nian#jiu#han 十年九旱 
shi#nian#ru#yi#ri 十年如一日 
shi#nong 侍弄 
shi#nv 仕女 
shi#pian 诗篇 
shi#pin 食品 视频 
shi#ping#sai 世乒赛 
shi#po 识破 
shi#pu 食谱 
shi#qi 石器 拾起 时期 士气 
shi#qi#dian １７点 
shi#qi#ri １７日 
shi#qian 史前 事前 
shi#qiang 石墙 
shi#qiao 石桥 
shi#qie 失窃 
shi#qing 诗情 实情 世情 事情 
shi#qing#hua#yi 诗情画意 
shi#qiu 失球 
shi#qu 失去 时区 驶去 逝去 市区 
shi#quan 实权 事权 
shi#quan#shi#mei 十全十美 
shi#que 失却 
shi#ran 使然 释然 
shi#ren 诗人 时人 世人 
shi#ri １０日 时日 是日 
shi#rong 市容 
shi#ru 驶入 
shi#ru#po#zhu 势如破竹 
shi#run 湿润 
shi#ruo 示弱 
shi#san 失散 
shi#san#dian １３点 
shi#san#ling 十三陵 
shi#san#ri １３日 
shi#shan 石山 是山 
shi#shang 时尚 驶上 世上 
shi#she 施舍 诗社 
shi#sheng 师生 失声 
shi#sheng#chan 试生产 
shi#shi 失实 失事 石狮 石室 时时 时事 时势 实施 实时 实事 实是 史诗 史实 世事 事实 事事 誓师 逝世 适时 试试 
shi#shi#dai#dai 世世代代 
shi#shi#kan 试试看 
shi#shi#ke#ke 时时刻刻 
shi#shi#qiu#shi 实事求是 
shi#shi#shang 事实上 
shi#shi#zai#zai 实实在在 
shi#shou 失手 失守 实收 
shi#shu 诗书 时数 实属 史书 柿树 市属 
shi#si 誓死 
shi#si#da 十四大 
shi#si#dian １４点 
shi#si#ri １４日 
shi#si#ru#gui 视死如归 
shi#su 时速 食宿 世俗 
shi#tai 世态 事态 势态 
shi#tan 诗坛 试探 
shi#tan#xing 试探性 
shi#tang 食堂 食糖 
shi#ti 尸体 实体 试题 
shi#tiao 失调 
shi#ting 视听 
shi#tong 视同 
shi#tou 湿透 石头 势头 
shi#tu 师徒 仕途 试图 
shi#tuan 使团 
shi#wai 市外 室外 
shi#wai#tao#yuan 世外桃源 
shi#wang 失望 驶往 
shi#wang#mo 视网膜 
shi#wei 示威 市委 视为 
shi#wei#zhe 示威者 
shi#wen 诗文 释文 室温 
shi#wu 失误 食物 实物 实务 事物 事务 饰物 
shi#wu#dian １５点 
shi#wu#lian 食物链 
shi#wu#qian#li 史无前例 
shi#wu#ri １５日 
shi#wu#suo 事务所 
shi#wu#xing 事务性 
shi#wu#zhong#du 食物中毒 
shi#xi 实习 
shi#xia 时下 
shi#xia#qu 市辖区 
shi#xian 时鲜 时限 实现 事先 市县 视线 
shi#xiang 驶向 事项 视像 试想 
shi#xiao 失效 时效 实效 
shi#xiao#dui#lu 适销对路 
shi#xiao#xing 时效性 
shi#xin 失信 实心 
shi#xing 施行 时兴 实行 世行 试行 
shi#xiu 失修 
shi#xu 时序 
shi#xue 失学 失血 诗学 史学 
shi#xue#jia 史学家 
shi#xue#jie 史学界 
shi#ya 施压 
shi#yan 食盐 实验 誓言 饰演 试验 
shi#yan#qu 试验区 
shi#yan#shi 实验室 试验室 
shi#yan#tian 试验田 
shi#yan#xing 试验性 
shi#yang 式样 
shi#ye 失业 实业 事业 视野 
shi#ye#jia 实业家 
shi#ye#jie 实业界 
shi#ye#lv 失业率 
shi#ye#xin 事业心 
shi#ye#zhe 失业者 
shi#yi 失意 诗意 示意 事宜 适宜 释疑 释义 
shi#yi#dian １１点 
shi#yi#hui 市议会 
shi#yi#ri １１日 
shi#yi#tu 示意图 
shi#yi#yue １１月 十一月 
shi#yi#yue#fen 十一月份 
shi#ying 适应 
shi#ying#xing 适应性 
shi#ying#zheng 适应症 
shi#yong 施用 食用 实用 使用 适用 试用 
shi#yong#jun 食用菌 
shi#yong#liang 使用量 
shi#yong#lv 使用率 
shi#yong#qi 试用期 
shi#yong#quan 使用权 
shi#yong#xing 实用性 适用性 
shi#yong#you 食用油 
shi#yong#yu 适用于 
shi#yong#zhe 使用者 
shi#yong#zheng 使用证 
shi#you 石油 时有 食油 实有 事由 
shi#you#ba#jiu 十有八九 
shi#you#fa#sheng 时有发生 
shi#you#qi 石油气 
shi#you#suo#wen 时有所闻 
shi#yu 食欲 始于 适于 
shi#yu#yuan#wei 事与愿违 
shi#yu#zu#xia 始于足下 
shi#yuan 师院 
shi#yue １０月 十月 
shi#yue#fen 十月份 
shi#yue#ge#ming 十月革命 
shi#yun 时运 
shi#zai 实在 
shi#zai#bi#xing 势在必行 
shi#zai#ren#wei 事在人为 
shi#ze 实则 
shi#zhan 施展 实战 
shi#zhang 师长 市长 
shi#zhao 实招 
shi#zhe 使者 逝者 
shi#zhen 失真 时针 市镇 
shi#zheng 施政 实证 市政 
shi#zheng#fu 市政府 
shi#zhi 师职 失职 石质 时值 食指 实质 矢志 市直 市值 
shi#zhi#bu#yi 矢志不移 
shi#zhi#jiao#bi 失之交臂 
shi#zhi#jin#ri 时至今日 
shi#zhi#xing 实质性 
shi#zhong 时钟 始终 适中 试种 
shi#zhong#bu#yu 始终不渝 
shi#zhong#qu 市中区 
shi#zhong#ru#yi 始终如一 
shi#zhong#xin 市中心 
shi#zhu 失主 石柱 
shi#zhuan 师专 
shi#zhuang 时装 
shi#zi 师资 狮子 石子 识字 柿子 
shi#zi#jia 十字架 
shi#zi#lu#kou 十字路口 
shi#zi#wu 狮子舞 
shi#zong 失踪 
shi#zu 失足 十足 始祖 
shi#zuo 诗作 视作 
shou 收 手 首 守 寿 授 售 受 瘦 兽 熟 狩 绶 艏 
shou#an 收案 
shou#ba#shou 手把手 
shou#bei 手背 守备 
shou#bi 手笔 手臂 
shou#biao 手表 
shou#bing 收兵 
shou#bo 首播 
shou#bu#liao 受不了 
shou#cang 收藏 
shou#cang#jia 收藏家 
shou#ce 手册 
shou#chang 收场 首场 首倡 
shou#chao 手抄 受潮 
shou#chen 寿辰 
shou#cheng 收成 
shou#chi 手持 
shou#chong 受宠 
shou#chu 售出 
shou#chuang 首创 
shou#ci 首次 
shou#cuo 受挫 
shou#dai 手袋 绶带 
shou#dang#qi#chong 首当其冲 
shou#dao 收到 受到 
shou#dian 手电 
shou#dian#tong 手电筒 
shou#dong 手动 受冻 
shou#du 首都 
shou#du#ti#yu#guan 首都体育馆 
shou#duan 手段 
shou#fa 收发 手法 首发 守法 受罚 
shou#fa#shi 首发式 
shou#fan 首犯 
shou#fang 首访 售房 
shou#fei 收费 
shou#fei#zhan 收费站 
shou#fen 授粉 
shou#feng#qin 手风琴 
shou#fu 收复 首府 首富 
shou#gan 手感 
shou#gang 首钢 
shou#gao 手稿 
shou#ge 收割 
shou#ge#ji 收割机 
shou#gei 售给 
shou#gong 收工 手工 
shou#gong#yi 手工艺 
shou#gong#yi#pin 手工艺品 
shou#gou 收购 
shou#gou#jia 收购价 
shou#gu 受雇 
shou#guang 寿光 
shou#gui 收归 
shou#hai 受害 
shou#hai#ren 受害人 
shou#hai#zhe 受害者 
shou#hou 守候 售后 
shou#hou#fu#wu 售后服务 
shou#hu 守护 
shou#hu#shen 守护神 
shou#hui 收回 受惠 受贿 
shou#hui#zui 受贿罪 
shou#huo 收获 售货 
shou#huo#ren 收货人 
shou#huo#yuan 售货员 
shou#ji 收集 手机 手迹 手记 首季 
shou#jia 首家 售价 
shou#jian 受检 
shou#jian#ren 收件人 
shou#jiang 受奖 受降 
shou#jiao 收缴 手脚 受教 
shou#jin 收紧 收进 受尽 
shou#jing 授精 受精 
shou#jiu 守旧 
shou#ju 收据 
shou#jun 守军 
shou#kai 首开 
shou#kan 收看 
shou#kao 手铐 
shou#ke 授课 
shou#ken 首肯 
shou#kong 受控 
shou#ku 受苦 
shou#kuan 收款 
shou#kuan#ren 收款人 
shou#kuan#yuan 收款员 
shou#kun 受困 
shou#lei 受累 
shou#li 手里 首例 受理 
shou#lian 收敛 
shou#liang 售粮 
shou#lie 狩猎 
shou#ling 首领 
shou#liu#dan 手榴弹 
shou#long 收拢 
shou#lu 收录 
shou#lun 首轮 
shou#mai 收买 
shou#mang#jiao#luan 手忙脚乱 
shou#men#yuan 守门员 
shou#ming 寿命 受命 
