a1 啊 阿 腌 锕 
a1#ba4 阿爸 
kuang4#chan3#pin3 矿产品 
kuang4#chuang2 矿床 
kuang4#gong1 矿工 
kuang4#jing3 矿井 
kuang4#qie3 况且 
kuang4#qu1 矿区 
kuang4#quan2#shui3 矿泉水 
kuang4#ri4#chi2#jiu3 旷日持久 
kuang4#shan1 矿山 
kuang4#shi2 矿石 
kuang4#wu4 矿物 
kuang4#wu4#ju2 矿务局 
kuang4#wu4#zhi4 矿物质 
kuang4#ye3 旷野 
kuang4#ye4 矿业 
kuang4#zha1 矿渣 
kuang4#zhang3 矿长 
kui1 亏 盔 岿 窥 悝 
kui1#ben3 亏本 
kui1#dai4 亏待 
kui1#jian4 窥见 
kui1#kong5 亏空 
kui1#ran2#bu2#dong4 岿然不动 
kui1#shi4 窥视 
kui1#sun3 亏损 
kui1#sun3#e2 亏损额 
kui2 葵 奎 魁 傀 馗 夔 隗 揆 喹 逵 暌 睽 骙 
kui2#bei3#ke4 魁北克 
kui2#wu2 魁梧 
kui3 傀 跬 
kui4 馈 愧 溃 匮 蒉 喟 聩 篑 
kui4#fa2 匮乏 
kui4#jiu4 愧疚 
kui4#lan4 溃烂 
kui4#se4 愧色 
kui4#yang2 溃疡 
kui4#zeng4 馈赠 
kun1 坤 昆 琨 锟 鲲 
kun1#chong2 昆虫 
kun1#ju4 昆剧 
kun1#lun2 昆仑 
kun1#lun2#shan1 昆仑山 
kun1#ming2 昆明 
kun1#qu3 昆曲 
kun1#shan1 昆山 
kun3 捆 
kun3#bang3 捆绑 
kun3#zha1 捆扎 
kun3#zhu4 捆住 
kun4 困 
kun4#dun4 困顿 
kun4#huo4 困惑 
kun4#jing4 困境 
kun4#jiong3 困窘 
kun4#ku3 困苦 
kun4#nan2 困难 
kun4#nan2#chong2#chong2 困难重重 
kun4#nan2#hu4 困难户 
kun4#nan5 困难 
kun4#rao3 困扰 
kun4#zai4 困在 
kun5 捆 
kuo4 括 扩 廓 阔 适 
kuo4#ban3 扩版 
kuo4#bie2 阔别 
kuo4#bu4 阔步 
kuo4#chan3 扩产 
kuo4#chong1 扩充 
kuo4#da4 扩大 
kuo4#da4#hua4 扩大化 
kuo4#gu3 扩股 
kuo4#jian4 扩建 
kuo4#qi5 阔气 
kuo4#qing1 廓清 
kuo4#rong2 扩容 
kuo4#san4 扩散 
kuo4#yin1#qi4 扩音器 
kuo4#zhan3 扩展 
kuo4#zhang1 扩张 
la1 垃 拉 喇 蜡 辣 啦 邋 
la1#ba1 拉巴 
la1#bin1 拉宾 
la1#bu4 拉布 
la1#chang2 拉长 
la1#che1 拉车 
la1#che3 拉扯 
la1#chu1 拉出 
la1#dao4 拉到 
la1#ding1 拉丁 
la1#ding1#mei3#zhou1 拉丁美洲 
la1#dong4 拉动 
la1#fa3 拉法 
la1#fu1 拉夫 
la1#ge4#si1 拉各斯 
la1#guan1#xi5 拉关系 
la1#he2#er3 拉合尔 
la1#hui2 拉回 
la1#ji1 垃圾 
la1#ji1#chang3 垃圾场 
la1#ji1#dui1 垃圾堆 
la1#ji1#tong3 垃圾桶 
la1#jin4 拉进 拉近 
la1#ju4#zhan4 拉锯战 
la1#kai1 拉开 
la1#ke4 拉客 
la1#la1 拉拉 
la1#la1#dui4 拉拉队 
la1#lai2 拉来 
la1#lian4 拉链 拉练 
la1#long3 拉拢 
la1#mei3 拉美 
la1#men2 拉门 
la1#ping2 拉平 
la1#qi3 拉起 
la1#ren2 拉人 
la1#sa4 拉萨 
la1#sa4#he2 拉萨河 
la1#shang1 拉伤 
la1#shang4 拉上 
la1#shou3 拉手 
la1#si1 拉丝 
la1#tuo1#wei2#ya4 拉脱维亚 
la1#xia4 拉下 
la1#xia4#ma3 拉下马 
la1#xian4 拉线 
la1#zhu4 拉住 
la1#zou3 拉走 
la2 拉 喇 旯 砬 
la3 拉 喇 
la3#ba5 喇叭 
la3#ma5 喇嘛 
la4 拉 蜡 腊 辣 落 剌 鑞 瘌 癞 
la4#jiao1 辣椒 
la4#mei2 腊梅 
la4#rou4 腊肉 
la4#wei4 辣味 
la4#xiang4 蜡像 
la4#xiang4#guan3 蜡像馆 
la4#yue4 腊月 
la4#zhu2 蜡烛 
la4#zi5 辣子 
la5 垃 拉 喇 辣 啦 剌 邋 瘌 
lai2 莱 来 崃 徕 涞 铼 
lai2#bi3#xi1 莱比锡 
lai2#bin1 来宾 
lai2#bu4#ji2 来不及 
lai2#bu5#de2 来不得 
lai2#dao4 来到 
lai2#de5#ji2 来得及 
lai2#dian4 来电 
lai2#fang3 来访 
lai2#fang3#zhe3 来访者 
lai2#gao3 来稿 
lai2#han2 来函 
lai2#hua2 来华 
lai2#hui2 来回 
lai2#jie1 来接 
lai2#jin4 来劲 
lai2#jing1 来京 
lai2#kan4 来看 
lai2#ke4 来客 
lai2#lai2#wang3#wang3 来来往往 
lai2#li4 来历 
lai2#liao4 来料 
lai2#liao4#jia1#gong1 来料加工 
lai2#lin2 来临 
lai2#long2#qu4#mai4 来龙去脉 
lai2#lu4 来路 
lai2#nian2 来年 
lai2#qu4 来去 
lai2#ren2 来人 
lai2#ri4 来日 
lai2#shi4 来世 来势 
lai2#suo3#tuo1 莱索托 
lai2#tou5 来头 
lai2#wang3 来往 
lai2#xi1 莱西 
lai2#xin4 来信 
lai2#yi4 来意 
lai2#yin1#he2 莱茵河 
lai2#you2 来由 
lai2#yuan2 来源 
lai2#zhe3 来者 
lai2#zhe3#bu2#ju4 来者不拒 
lai2#zhi1#bu2#yi4 来之不易 
lai2#zhou1 莱州 
lai2#zi4 来自 
lai4 赖 徕 濑 赉 睐 癞 籁 
lai4#yi3 赖以 
lai5 来 
lan1#bu5#ta5 λ 
lan2 蓝 婪 栏 拦 篮 阑 兰 澜 谰 岚 斓 镧 褴 
lan2#ban3 篮板 
lan2#ban3#qiu2 篮板球 
lan2#bao3#shi2 蓝宝石 
lan2#ben3 蓝本 
lan2#cang1#jiang1 澜沧江 
lan2#che1 拦车 
lan2#dao3 蓝岛 
lan2#gan1 栏杆 
lan2#hua1 兰花 
lan2#jie2 拦截 
lan2#lan2 蓝蓝 
lan2#lu4 拦路 
lan2#lu4#hu3 拦路虎 
lan2#lv3 褴褛 
lan2#mu4 栏目 
lan2#qiu2 篮球 
lan2#qiu2#chang3 篮球场 
lan2#qiu2#dui4 篮球队 
lan2#qiu2#sai4 篮球赛 
lan2#se4 蓝色 
lan2#shan1 阑珊 
lan2#tian1 蓝天 
lan2#tian2 蓝田 
lan2#tu2 蓝图 
lan2#wang3 拦网 
lan2#wei3#yan2 阑尾炎 
lan2#xia4 篮下 
lan2#xie2 篮协 
lan2#xu4 拦蓄 
lan2#yao1 拦腰 
lan2#zhou1 兰州 
lan2#zhu4 拦住 
lan2#zi5 篮子 
lan3 揽 览 懒 缆 榄 罱 
lan3#che1 缆车 
lan3#de5 懒得 
lan3#duo4 懒惰 
lan3#han4 懒汉 
lan3#san3 懒散 
lan3#sheng2 缆绳 
lan4 烂 滥 
lan4#bu3 滥捕 
lan4#cai3 滥采 
lan4#fa1 滥发 
lan4#fa2 滥伐 
lan4#man4 烂漫 
lan4#ni2 烂泥 
lan4#sha1 滥杀 
lan4#tan1#zi5 烂摊子 
lan4#yong4 滥用 
lan4#yu2#chong1#shu4 滥竽充数 
lan5 蓝 栏 懒 烂 
lang1 啷 
lang2 琅 榔 狼 廊 郎 阆 锒 稂 螂 
lang2#bei4 狼狈 
lang2#dang1#ru4#yu4 锒铛入狱 
lang2#fang2 廊坊 
lang2#ji2 狼藉 
lang2#lang2 琅琅 
lang2#ping2 郎平 
lang3 朗 
lang3#du2 朗读 
lang3#lang3 朗朗 
lang3#song4 朗诵 
lang4 郎 浪 莨 蒗 阆 
lang4#chao2 浪潮 
lang4#fei4 浪费 
lang4#hua1 浪花 
lang4#ji1 浪迹 
lang4#jian1 浪尖 
lang4#man4 浪漫 
lang4#man4#zhu3#yi4 浪漫主义 
lang4#tou2 浪头 
lang4#zi3 浪子 
lang5 榔 朗 浪 螂 
lao1 捞 
lao1#dao4 捞到 
lao1#qian2 捞钱 
lao1#qu3 捞取 
lao1#yi1#ba3 捞一把 
lao2 劳 牢 唠 崂 痨 醪 
lao2#bao3 劳保 
lao2#bu4#ke3#po4 牢不可破 
lao2#dong4 劳动 
lao2#dong4#dang3 劳动党 
lao2#dong4#fa3 劳动法 
lao2#dong4#jie2 劳动节 
lao2#dong4#li4 劳动力 
lao2#dong4#zhe3 劳动者 
lao2#dun4 劳顿 
lao2#fang2 牢房 
lao2#fu2 劳服 
lao2#gong1 劳工 
lao2#gong1#bu4 劳工部 
lao2#gu4 牢固 
lao2#ji4 牢记 
lao2#jiao1 劳教 
lao2#kao4 牢靠 
lao2#ku3 劳苦 
lao2#lao2 牢牢 
lao2#lei4 劳累 
lao2#li4 劳力 
lao2#min2#shang1#cai2 劳民伤财 
lao2#mo2 劳模 
lao2#sao1 牢骚 
lao2#shan1 崂山 
lao2#shen2 劳神 
lao2#wu4 劳务 
lao2#wu4#fei4 劳务费 
lao2#zi1 劳资 
lao2#zuo4 劳作 
lao3 老 佬 姥 潦 栳 
lao3#bai3#xing4 老百姓 
lao3#ban3 老板 
lao3#ban3#niang2 老板娘 
lao3#ban4 老伴 
lao3#ben3 老本 
lao3#biao3 老表 
lao3#bing1 老兵 
lao3#bo2 老伯 
lao3#cheng2 老城 
lao3#cheng2#qu1 老城区 
lao3#da4 老大 
lao3#da4#ge1 老大哥 
lao3#da4#nan2 老大难 
lao3#da4#niang2 老大娘 
lao3#da4#ye2 老大爷 
lao3#dao4 老到 
lao3#dian4 老店 
lao3#er4 老二 
lao3#fu4 老父 老妇 
lao3#gao1 老高 
lao3#ge2#ming4 老革命 
lao3#gong1 老公 
lao3#han4 老汉 
lao3#hu3 老虎 
lao3#hua1#jing4 老花镜 
lao3#hua4 老化 老话 
lao3#huang2#niu2 老黄牛 
lao3#jia1 老家 
lao3#jian3 老茧 
lao3#jiang4 老将 
lao3#jie1 老街 
lao3#jiu4 老旧 
lao3#ke4#hu4 老客户 
lao3#lai2 老来 
lao3#lao3#shao4#shao4 老老少少 
lao3#lao3#shi2#shi2 老老实实 
lao3#lao5 姥姥 
lao3#lei4#zong4#heng2 老泪纵横 
lao3#lian4 老练 
lao3#ling2 老龄 
lao3#ling2#hua4 老龄化 
lao3#lu4 老路 
lao3#mao2#bing4 老毛病 
lao3#mu3 老母 
lao3#nai3#nai5 老奶奶 
lao3#nian2 老年 
lao3#nian2#ren2 老年人 
lao3#nong2 老农 
lao3#pai2 老牌 
lao3#peng2#you5 老朋友 
lao3#po2#po5 老婆婆 
lao3#po5 老婆 
lao3#qian2#bei4 老前辈 
lao3#qu1 老区 
lao3#ren2 老人 
lao3#ren2#jia5 老人家 
lao3#ruo4 老弱 
lao3#san1 老三 
lao3#shao4 老少 
lao3#shao4#bian1#qiong2 老少边穷 
lao3#she3 老舍 
lao3#sheng1 老生 
lao3#sheng1#chang2#tan2 老生常谈 
lao3#shi1 老师 
lao3#shi1#fu5 老师傅 
lao3#shi4 老式 老是 
lao3#shi5 老实 
lao3#shi5#ren2 老实人 
lao3#shu3 老鼠 
lao3#shu4 老树 
lao3#tai4 老太 
lao3#tai4#po2 老太婆 
lao3#tai4#tai5 老太太 
lao3#tian1 老天 
lao3#tian1#ye2 老天爷 
lao3#tong2#xue2 老同学 
lao3#tou2 老头 
lao3#tou2#zi5 老头子 
lao3#wai4 老外 
lao3#weng1 老翁 
lao3#wo1 老挝 
lao3#wu1 老屋 
lao3#wu3 老五 
lao3#xian1#sheng5 老先生 
lao3#xiang1 老乡 
lao3#xiao3 老小 
lao3#xiong1 老兄 
lao3#yang4#zi5 老样子 
lao3#ye2#ye5 老爷爷 
lao3#ye2#zi5 老爷子 
lao3#ye5 老爷 
lao3#yi2#bei4 老一辈 
lao3#yi2#tao4 老一套 
lao3#ying1 老鹰 
lao3#you3 老友 
lao3#you3#suo3#wei2 老有所为 
lao3#you3#suo3#yang3 老有所养 
lao3#yu4 老妪 
lao3#yuan3 老远 
lao3#zhe3 老者 
lao3#zhuang1 老庄 
lao3#zi3 老子 
lao3#zi4#hao4 老字号 
lao3#zi5 老子 
lao3#zong3 老总 
lao3#zu3#zong1 老祖宗 
lao4 酪 烙 涝 落 络 唠 痨 
lao4#dao5 唠叨 
lao4#yin4 烙印 
lao5 劳 姥 唠 
le1 肋 嘞 
le4 勒 乐 叻 
le4#ci3#bu2#pi2 乐此不疲 
le4#de2 乐得 
le4#guan1 乐观 
le4#he1#he1 乐呵呵 
le4#kai3 乐凯 
le4#ling4 勒令 
le4#ping2 乐平 
le4#qing1 乐清 
le4#qu4 乐趣 
le4#shan1 乐山 
le4#shi4 乐事 
le4#suo3 勒索 
le4#tian1 乐天 
le4#tu3 乐土 
le4#ye4 乐业 
le4#yi4 乐意 
le4#yu2 乐于 
le4#yu2#zhu4#ren2 乐于助人 
le4#yuan2 乐园 
le4#zai4#qi2#zhong1 乐在其中 
le5 勒 乐 了 嘞 
lei1 勒 
lei1#jin3 勒紧 
lei2 雷 镭 累 擂 羸 嫘 缧 檑 
lei2#da2 雷达 
lei2#da2#zhan4 雷达站 
lei2#da3#bu4#dong4 雷打不动 
lei2#dian4 雷电 
lei2#feng1 雷锋 
lei2#ji1 雷击 
lei2#lei2 累累 
lei2#li4#feng1#xing2 雷厉风行 
lei2#ming2 雷鸣 
lei2#qu1 雷区 
lei2#ruo4 羸弱 
lei2#sheng1 雷声 
lei2#tong2 雷同 
lei2#yu3 雷雨 
lei2#zhen4#yu3 雷阵雨 
lei2#zhou1 雷州 
lei2#zhui5 累赘 
lei3 蕾 磊 累 儡 垒 诔 耒 
lei3#ji1 累积 
lei3#ji4 累计 
lei3#jin4 累进 
lei3#qiu2 垒球 
lei4 累 擂 肋 类 泪 酹 
lei4#bi3 类比 
lei4#bie2 类别 
lei4#dao3 累倒 
lei4#gu3 擂鼓 肋骨 
lei4#hua1 泪花 
lei4#huo2 累活 
lei4#liu2#man3#mian4 泪流满面 
lei4#shui3 泪水 
lei4#si3 累死 
lei4#si4 类似 
lei4#si4#yu2 类似于 
lei4#tai2 擂台 
lei4#tai2#sai4 擂台赛 
lei4#xing1#ti3 类星体 
lei4#xing2 类型 
lei4#yan3 泪眼 
lei4#zhu1 泪珠 
lei5 勒 嘞 
leng1 棱 楞 
leng2 棱 楞 塄 
leng2#jiao3 棱角 
leng3 冷 
leng3#bing1#bing1 冷冰冰 
leng3#bu4#ding1 冷不丁 
leng3#cang2 冷藏 
leng3#dan4 冷淡 
leng3#dong4 冷冻 
leng3#dong4#shi4 冷冻室 
leng3#feng1 冷风 
leng3#han4 冷汗 
leng3#jing4 冷静 
leng3#jun4 冷峻 
leng3#kong1#qi4 冷空气 
leng3#ku4 冷酷 
leng3#leng3 冷冷 
leng3#leng3#qing1#qing1 冷冷清清 
leng3#luo4 冷落 
leng3#men2 冷门 
leng3#mo4 冷漠 
leng3#ning2 冷凝 
leng3#nuan3 冷暖 
leng3#qi4 冷气 
leng3#qing1 冷清 
leng3#que4 冷却 
leng3#que4#ta3 冷却塔 
leng3#shui3 冷水 
leng3#yan3 冷眼 
leng3#yin3 冷饮 
leng3#yu4 冷遇 
leng3#zhan4 冷战 
leng4 愣 
leng5 棱 楞 愣 
li1 哩 
li2 厘 梨 犁 黎 篱 狸 离 漓 丽 璃 藜 喱 骊 缡 罹 鹂 蠡 鲡 黧 
li2#an4 离岸 
li2#ba1#nen4 黎巴嫩 
li2#ba5 篱笆 
li2#bie2 离别 
li2#bu4#kai1 离不开 
li2#chang3 离场 
li2#dui4 离队 
li2#gang3 离岗 
li2#he2#qi4 离合器 
li2#hua1 梨花 
li2#hun1 离婚 
li2#jia1 离家 
li2#jiang1 漓江 
li2#jing1 离京 
li2#jing4 离境 
li2#kai1 离开 
li2#mi3 厘米 
li2#ming2 黎明 
li2#nan4 罹难 
li2#nan4#zhe3 罹难者 
li2#pu3 离谱 
li2#qi2 离奇 
li2#qu4 离去 
li2#ren4 离任 
li2#san4 离散 
li2#shu4 梨树 
li2#tu3 离土 
li2#tui4#xiu1 离退休 
li2#xiang1 离乡 
li2#xiao4 离校 
li2#xin1 离心 
li2#xiu1 离休 
li2#yi4 离异 
li2#yuan2 梨园 
li2#zhi2 离职 
li2#zi3 离子 
li2#zi5 梨子 
li2#zu2 黎族 
li3 理 李 里 鲤 礼 哩 俚 悝 澧 逦 娌 锂 蠡 醴 
li3#ang2 里昂 
li3#bai2 李白 
li3#bai4 礼拜 
li3#bian1 里边 
li3#bian5 里边 
li3#bin1 礼宾 
li3#cai2 理财 
li3#cai3 理睬 
li3#chang2#chun1 李长春 
li3#cheng2 里程 
li3#cheng2#bei1 里程碑 
li3#chu1 理出 
li3#da4#zhao1 李大钊 
li3#dai4 里带 
li3#dang1 理当 
li3#de2#zhu1 李德洙 
li3#deng1#hui1 李登辉 
li3#er5 理儿 
li3#fa4 理发 
li3#fa4#dian4 理发店 
li3#fa4#shi1 理发师 
li3#fu2 礼服 
li3#gen1 里根 
li3#gong1 理工 
li3#gong1#da4#xue2 理工大学 
li3#gong1#xue2#yuan4 理工学院 
li3#guang1#yao4 李光耀 
li3#gui4#xian3 李贵鲜 
li3#hai3 里海 
li3#hao3 理好 
li3#hua1 礼花 
li3#hua4 理化 
li3#hui4 理会 
li3#jia1 里加 
li3#jia1#cheng2 李嘉诚 
li3#jie2 礼节 
li3#jie2#xing4 礼节性 
li3#jie3 理解 
li3#jin1 礼金 
li3#ke1 理科 
li3#la1 里拉 
li3#lan2#qing1 李岚清 
li3#li3#wai4#wai4 里里外外 
li3#liao2 理疗 
li3#ling2 醴陵 
li3#lun2#jia1 理论家 
li3#lun4 理论 
li3#lun4#jie4 理论界 
li3#lun4#xing4 理论性 
li3#mao4 礼帽 礼貌 
li3#mian4 里面 
li3#nian4 理念 
li3#pao4 礼炮 
li3#pei2 理赔 
li3#peng2 李鹏 
li3#pin3 礼品 
li3#qing1 理清 
li3#rang4 礼让 
li3#rui4#huan2 李瑞环 
li3#shang4#wang3#lai2 礼尚往来 
li3#shi4 理事 李氏 里氏 
li3#shi4#guo2 理事国 
li3#shi4#hui4 理事会 
li3#shi4#min2 李世民 
li3#shi4#zhang3 理事长 
li3#shun4 理顺 
li3#si1#ben3 里斯本 
li3#suo3#dang1#ran2 理所当然 
li3#tang2 礼堂 
li3#tie3#ying4 李铁映 
li3#tou5 里头 
li3#wai4 里外 
li3#wu1 里屋 
li3#wu4 礼物 
li3#xian4 澧县 
li3#xiang3 理想 
li3#xing4 理性 
li3#xue2 理学 
li3#yi2 礼仪 
li3#yi2#zhi1#bang1 礼仪之邦 
li3#ying1 理应 
li3#you2 理由 
li3#yu2 鲤鱼 
li3#yu4 礼遇 
li3#yue1#re4#nei4#lu2 里约热内卢 
li3#zan4 礼赞 
li3#zheng4#dao4 李政道 
li3#zhi2#qi4#zhuang4 理直气壮 
li3#zhi4 理智 李治 
li4 莉 荔 吏 栗 丽 厉 励 砾 历 利 傈 例 俐 痢 立 粒 沥 隶 力 俪 郦 莅 呖 唳 溧 枥 栎 戾 砺 詈 疠 疬 蛎 蜊 笠 粝 雳 
li4#an4 立案 
li4#bao3 力保 
li4#bi3#li3#ya4 利比里亚 
li4#bi3#ya4 利比亚 
li4#bi4 利弊 
li4#bu4#cong2#xin1 力不从心 
li4#cha1 利差 
li4#chang3 立场 
li4#cheng2 历程 
li4#chun1 立春 
li4#ci4 历次 
li4#cuo4 力挫 
li4#dai4 历代 
li4#de2 立德 立得 
li4#di4 立地 
li4#du1 丽都 
li4#du4 力度 
li4#duo1 利多 
li4#fa3 历法 立法 
li4#fa3#ju2 立法局 
li4#fa3#quan2 立法权 
li4#fa3#wei3#yuan2 立法委员 
li4#fa3#yuan4 立法院 
li4#fang1#mi3 立方米 
li4#gan1#jian4#ying3 立竿见影 
li4#gong1 立功 
li4#guo2 利国 立国 
li4#guo2#li4#min2 利国利民 
li4#hai4 厉害 
li4#hai5 厉害 利害 
li4#hui4 例会 
li4#ji2 痢疾 立即 
li4#ji3 利己 
li4#jiang1 丽江 
li4#jiao1#qiao2 立交桥 
li4#jie4 历届 力戒 
li4#jin4 历尽 
li4#jing1 历经 
li4#jing1#tu2#zhi4 励精图治 
li4#jiu3 历久 
li4#ke4 立刻 力克 
li4#lai2 历来 
li4#li4 历历 粒粒 
li4#li4#zai4#mu4 历历在目 
li4#liang5 力量 
li4#lin2 莅临 
li4#lun4 立论 
li4#luo5 利落 
li4#lv4 利率 
li4#ma3 利马 立马 
li4#min2 利民 
li4#mu4 立木 
li4#nian2 历年 
li4#nian2#lai2 历年来 
li4#niao4 利尿 
li4#pai2#zhong4#yi4 力排众议 
li4#qi4 利器 
li4#qi5 力气 
li4#qing1 沥青 
li4#qiu2 力求 
li4#ren2 丽人 
li4#ren4 历任 
li4#ri4 丽日 
li4#ru2 例如 
li4#run4 利润 
li4#shen1 立身 
li4#sheng1 厉声 
li4#shi2 历时 立时 
li4#shi3 历史 
li4#shi3#gan3 历史感 
li4#shi3#guan1 历史观 
li4#shi3#ju4 历史剧 
li4#shi3#shang4 历史上 
li4#shi3#xi4 历史系 
li4#shi3#xiao3#shuo1 历史小说 
li4#shi3#xing4 历史性 
li4#shi3#xue2#jia1 历史学家 
li4#shi4 力士 
li4#shu1 隶书 
li4#shu3 历数 隶属 
li4#shu3#yu2 隶属于 
li4#shui3 丽水 
li4#shui4 利税 
li4#suo3#neng2#ji2 力所能及 
li4#suo5 利索 
li4#tao2#wan3 立陶宛 
li4#ti3 立体 
li4#ti3#gan3 立体感 
li4#ti3#sheng1 立体声 
li4#tu2 力图 
li4#wai4 例外 
li4#wan3#kuang2#lan2 力挽狂澜 
li4#wei3 立委 
li4#xi1 利息 
li4#xia4 立下 
li4#xian3 历险 
li4#xian4 立宪 
li4#xiang4 立项 
li4#xing2 例行 
li4#xing2#jie2#yue1 厉行节约 
li4#xue2 力学 
li4#ya3#de2 利雅得 
li4#ye4 立业 
li4#yi4 利益 立意 
li4#yong4 利用 
li4#yong4#lv4 利用率 
li4#you4 利诱 
li4#yu2 利于 立于 
li4#yu2#bu4#bai4#zhi1#di4 立于不败之地 
li4#yu4#xun1#xin1 利欲熏心 
li4#zheng1 力争 
li4#zheng4 例证 立正 
li4#zhi1 荔枝 
li4#zhi4 立志 
li4#zhu3 力主 
li4#zhu4 立柱 
li4#zi3 粒子 
li4#zi5 栗子 例子 
li4#zu2 立足 
li4#zu2#dian3 立足点 
li4#zu2#zhi1#di4 立足之地 
li4#zuo4 力作 
li5 犁 篱 狸 理 李 里 莉 历 利 俐 痢 力 璃 哩 藜 娌 
lia3 俩 
lia3#ren2 俩人 
lian2 联 莲 连 镰 廉 怜 涟 帘 濂 臁 裢 蠊 鲢 
lian2#bai4 连败 
lian2#ban4 联办 
lian2#bang1 联邦 
lian2#bao3 联保 
lian2#bo1 联播 
lian2#chan3 联产 
lian2#cheng2 联成 连城 连成 
lian2#cheng2#yi2#pian4 连成一片 
lian2#chu3 联储 
lian2#da4 联大 
lian2#dai4 连带 
lian2#dao1 镰刀 
lian2#dong4 联动 
lian2#dui4 联队 连队 
lian2#duo2 连夺 
lian2#fang2 联防 
lian2#fang2#dui4#yuan2 联防队员 
lian2#gen1 连根 
lian2#guan4 连贯 
lian2#hang2 联航 
lian2#he2 联合 
lian2#he2#bao4 联合报 
lian2#he2#guo2 联合国 
lian2#he2#hui4 联合会 
lian2#he2#ti3 联合体 
lian2#hu4 联户 
lian2#hua1 莲花 
lian2#huan1 联欢 
lian2#huan1#hui4 联欢会 
lian2#huan2 连环 
lian2#huan2#hua4 连环画 
lian2#hui4 联会 
lian2#ji1 联机 
lian2#jia4 廉价 
lian2#jian3 联检 
lian2#jian4 联建 
lian2#jie1 联接 连接 
lian2#jie2 联结 连结 廉洁 
lian2#jie2#feng4#gong1 廉洁奉公 
lian2#jie2#zi4#lv4 廉洁自律 
lian2#jun1 联军 
lian2#li3 连里 
lian2#lian2 连连 
lian2#luo4 联络 
lian2#luo4#yuan2 联络员 
lian2#mang2 连忙 
lian2#mei4 联袂 
lian2#meng2 联盟 
lian2#mian2 连绵 
lian2#mian2#bu2#duan4 连绵不断 
lian2#min3 怜悯 
lian2#ming2 联名 廉明 
lian2#nian2 连年 
lian2#pian1 连篇 连片 
lian2#pian1#lei3#du2 连篇累牍 
lian2#pian4 联片 
lian2#ren4 连任 
lian2#ri4 连日 
lian2#ri4#lai2 连日来 
lian2#sai4 联赛 
lian2#shang4 连上 
lian2#sheng1 连声 
lian2#sheng4 连胜 
lian2#shou3 联手 
lian2#suo3 连锁 
lian2#suo3#dian4 连锁店 
lian2#suo3#fan3#ying4 连锁反应 
lian2#ti3 连体 
lian2#tian1 连天 
lian2#tong1 联通 连通 
lian2#tong2 连同 
lian2#wang3 联网 
lian2#xi2 联席 
lian2#xi4 联系 
lian2#xi4#guo2 联系国 
lian2#xi4#ka3 联系卡 
lian2#xi4#ren2 联系人 
lian2#xia4 连下 
lian2#xian4 连线 
lian2#xiang3 联想 
lian2#xin1 连心 
lian2#xu4 连续 
lian2#xu4#bu2#duan4 连续不断 
lian2#xu4#ju4 连续剧 
lian2#xu4#xing4 连续性 
lian2#yan3 连演 
lian2#ye4 莲叶 连夜 
lian2#yi1 涟漪 
lian2#yi1#qun2 连衣裙 
lian2#yi4 联谊 
lian2#yi4#hui4 联谊会 
lian2#yin1 联姻 
lian2#ying2 联营 
lian2#yu2 鲢鱼 
lian2#yun2#gang3 连云港 
lian2#yun4 联运 
lian2#zhan3 联展 
lian2#zhang3 连长 
lian2#zheng4 廉政 
lian2#zhu1 连珠 
lian2#zi3 莲子 
lian3 敛 脸 琏 
lian3#bu4 脸部 
lian3#cai2 敛财 
lian3#dan4 脸蛋 
lian3#hong2 脸红 
lian3#jia2 脸颊 
lian3#mian4 脸面 
lian3#pang2 脸庞 
lian3#pen2 脸盆 
lian3#pu3 脸谱 
lian3#se4 脸色 
lian3#shang4 脸上 
lian3#tang2 脸膛 
lian4 链 恋 炼 练 了 潋 楝 殓 
lian4#ai4 恋爱 
lian4#bing1 练兵 
lian4#cheng2 炼成 
lian4#chu1 炼出 练出 
lian4#gang1 炼钢 
lian4#gong1 练功 
lian4#hao3 练好 
lian4#lian4#bu4#she3 恋恋不舍 
lian4#qing2 恋情 
lian4#qiu2 链球 练球 
lian4#ren2 恋人 
lian4#tan1 练摊 
lian4#tiao2 链条 
lian4#tie3 炼铁 
lian4#xi2 练习 
lian4#you2 炼油 
lian4#you2#chang3 炼油厂 
lian4#zhi4 炼制 
lian4#zi5 链子 
lian5 联 练 裢 
liang1 亮 
liang2 粮 凉 梁 粱 良 量 墚 莨 椋 踉 
liang2#ban4 凉拌 
liang2#cang1 粮仓 
liang2#cao3 粮草 
liang2#ce4 良策 
liang2#chu3 粮储 
liang2#duo1 良多 
liang2#fa3 良法 
liang2#fang1 良方 
liang2#feng1 凉风 
liang2#gang3 良港 
liang2#hao3 良好 
liang2#huang1 粮荒 
liang2#ji1 良机 
liang2#jia4 粮价 
liang2#jiu3 良久 
liang2#ku4 粮库 
liang2#kuai5 凉快 
liang2#mian2 粮棉 
liang2#nong2 粮农 
liang2#piao4 粮票 
liang2#qi3#chao1 梁启超 
liang2#shan1 凉山 梁山 
liang2#shi1#yi4#you3 良师益友 
liang2#shi5 粮食 
liang2#shuang3 凉爽 
liang2#shui3 凉水 
liang2#ti3#cai2#yi1 量体裁衣 
liang2#tian2 粮田 良田 
liang2#xie2 凉鞋 
liang2#xin1 良心 
liang2#xing4 良性 
liang2#yao4 良药 
liang2#yi4 凉意 
liang2#you2 粮油 
liang2#you3#bu4#qi2 良莠不齐 
liang2#yuan2 粮源 良缘 
